"JOIN_NO","EXT_KEY"
"1385070","KEY"
"1385202","KEY"
"1385216","KEY"
"1385294","KEY"
"1385296","KEY"
"1385300","KEY"
"1385322","KEY"
"1385368","KEY"
"1385434","KEY"
"1385438","KEY"
"1385456","KEY"
"1385533","KEY"
"1385567","KEY"
"1385577","KEY"
"1385617","KEY"
"1385729","SPEZ"
"1385807","KEY"
"1385845","KEY"
"1385864","KEY"
"1385959","KEY"
"1386004","KEY"
"1386037","KEY"
"1386078","KEY"
"1386089","KEY"
"1386216","KEY"
"1386306","KEY"
"1386377","KEY"
"1386388","KEY"
"1386460","GROS"
"1386608","KEY"
"1386619","KEY"
"1386666","KEY"
"1386667","KEY"
"1387053","KEY"
"1387066","KEY"
"1387071","KEY"
"1387191","KEY"
"1387288","KEY"
"1387347","KEY"
"1387478","KEY"
"1387486","KEY"
"1387507","KEY"
"1387508","KEY"
"1387632","KEY"
"1387660","KEY"
"1387684","KEY"
"1387877","KEY"
"1387896","KEY"
"1388001","KEY"
"1388010","KEY"
"1388018","KEY"
"1388080","KEY"
"1388115","KEY"
"1388153","KEY"
"1388180","KEY"
"1388238","KEY"
"1388275","KEY"
"1388321","KEY"
"1388324","KEY"
"1388401","KEY"
"1388448","KEY"
"1388458","KEY"
"1388596","KEY"
"1388821","KEY"
"1388904","KEY"
"1388993","KEY"
"1389024","KEY"
"1389029","KEY"
"1389171","KEY"
"1389212","KEY"
"1389335","SPEZ"
"1389348","KEY"
"1389382","KEY"
"1389405","KEY"
"1389406","KEY"
"1389419","KEY"
"1389532","KEY"
"1389646","SPEZ"
"1389654","KEY"
"1389744","KEY"
"1389793","KEY"
"1390012","KEY"
"1390046","KEY"
"1390116","KEY"
"1390172","KEY"
"1390279","KEY"
"1390362","KEY"
"1390503","KEY"
"1390511","KEY"
"1390637","KEY"
"1390659","KEY"
"1390760","KEY"
"1390873","GKM"
"1390932","KEY"
"1390970","KEY"
"1391105","KEY"
"1391136","KEY"
"1391216","KEY"
"1391295","KEY"
"1391325","KEY"
"1391335","KEY"
"1391402","KEY"
"1391422","KEY"
"1391524","KEY"
"1391564","KEY"
"1391752","KEY"
"1391781","KEY"
"1391805","GKM"
"1391819","KEY"
"1391853","KEY"
"1392090","KEY"
"1392181","KEY"
"1392184","KEY"
"1392211","KEY"
"1392250","KEY"
"1392256","KEY"
"1392328","KEY"
"1392347","KEY"
"1392400","KEY"
"1392403","KEY"
"1392418","KEY"
"1392426","KEY"
"1392455","KEY"
"1392464","KEY"
"1392591","KEY"
"1392659","KEY"
"1392722","KEY"
"1392737","KEY"
"1392773","KEY"
"1392775","KEY"
"1392968","KEY"
"1392974","KEY"
"1392979","KEY"
"1393016","KEY"
"1393027","GROS"
"1393062","KEY"
"1393101","KEY"
"1393129","KEY"
"1393331","KEY"
"1393372","SPEZ"
"1393375","KEY"
"1393448","KEY"
"1393456","KEY"
"1393467","KEY"
"1393521","KEY"
"1393678","KEY"
"1393734","KEY"
"1393777","KEY"
"1393785","KEY"
"1393870","KEY"
"1393982","KEY"
"1393992","KEY"
"1394010","KEY"
"1394259","SPEZ"
"1394377","KEY"
"1394391","KEY"
"1394399","KEY"
"1394431","KEY"
"1394465","KEY"
"1394466","KEY"
"1394603","KEY"
"1394637","KEY"
"1394639","KEY"
"1394690","KEY"
"1394713","KEY"
"1394763","KEY"
"1394771","KEY"
"1394798","KEY"
"1394957","KEY"
"1395030","KEY"
"1395084","KEY"
"1395097","KEY"
"1395158","KEY"
"1395239","KEY"
"1395332","KEY"
"1395358","KEY"
"1395368","KEY"
"1395388","KEY"
"1395415","KEY"
"1395435","KEY"
"1395547","KEY"
"1395586","KEY"
"1395784","KEY"
"1395913","SPEZ"
"1395962","KEY"
"1396008","KEY"
"1396189","SPEZ"
"1396362","KEY"
"1396432","KEY"
"1396459","KEY"
"1396575","KEY"
"1396582","KEY"
"1396624","KEY"
"1396643","KEY"
"1396730","KEY"
"1396748","KEY"
"1397051","KEY"
"1397077","KEY"
"1397085","KEY"
"1397086","KEY"
"1397125","KEY"
"1397159","KEY"
"1397197","KEY"
"1397324","KEY"
"1397531","KEY"
"1397570","KEY"
"1397609","KEY"
"1397641","KEY"
"1397714","KEY"
"1397717","KEY"
"1397733","KEY"
"1397734","KEY"
"1397801","KEY"
"1397897","KEY"
"1397936","GKM"
"1397954","KEY"
"1398038","KEY"
"1398114","KEY"
"1398247","KEY"
"1398286","KEY"
"1398294","KEY"
"1398321","KEY"
"1398495","KEY"
"1398544","KEY"
"1398578","KEY"
"1398586","KEY"
"1398588","KEY"
"1398602","KEY"
"1398643","KEY"
"1398654","KEY"
"1398688","KEY"
"1398858","KEY"
"1398949","KEY"
"1398964","KEY"
"1398973","KEY"
"1398995","KEY"
"1399019","KEY"
"1399041","KEY"
"1399061","KEY"
"1399064","KEY"
"1399073","KEY"
"1399128","KEY"
"1399164","KEY"
"1399188","KEY"
"1399220","KEY"
"1399242","KEY"
"1399243","KEY"
"1399304","KEY"
"1399348","KEY"
"1399370","KEY"
"1399395","KEY"
"1399427","KEY"
"1399436","KEY"
"1399439","KEY"
"1399489","KEY"
"1399562","KEY"
"1399590","KEY"
"1399609","KEY"
"1399714","KEY"
"1399732","KEY"
"1399798","KEY"
"1399843","KEY"
"1399844","KEY"
"1399896","KEY"
"1399912","KEY"
"1399955","KEY"
"1399959","KEY"
"1400040","SPEZ"
"1400147","KEY"
"1400159","KEY"
"1400169","KEY"
"1400216","KEY"
"1400218","KEY"
"1400231","KEY"
"1400257","KEY"
"1400280","KEY"
"1400296","KEY"
"1400512","KEY"
"1400710","GKM"
"1400809","KEY"
"1400824","KEY"
"1400827","KEY"
"1400886","KEY"
"1400900","KEY"
"1401056","KEY"
"1401142","KEY"
"1401198","KEY"
"1401268","KEY"
"1401269","KEY"
"1401313","KEY"
"1401352","KEY"
"1401366","KEY"
"1401372","KEY"
"1401389","KEY"
"1401409","KEY"
"1401456","KEY"
"1401488","KEY"
"1401568","KEY"
"1401646","KEY"
"1401762","KEY"
"1401825","KEY"
"1401959","KEY"
"1401977","KEY"
"1401980","KEY"
"1402001","KEY"
"1402010","KEY"
"1402173","KEY"
"1402195","KEY"
"1402205","KEY"
"1402249","KEY"
"1402279","KEY"
"1402362","KEY"
"1402387","KEY"
"1402437","KEY"
"1402443","KEY"
"1402542","KEY"
"1402564","KEY"
"1402579","KEY"
"1402585","KEY"
"1402593","KEY"
"1402600","KEY"
"1402613","KEY"
"1402616","KEY"
"1402732","KEY"
"1402735","KEY"
"1402753","KEY"
"1402774","KEY"
"1402779","KEY"
"1402784","KEY"
"1402864","KEY"
"1402871","KEY"
"1403081","KEY"
"1403106","KEY"
"1403158","KEY"
"1403170","KEY"
"1403180","SPEZ"
"1403183","KEY"
"1403209","KEY"
"1403228","KEY"
"1403249","KEY"
"1403258","SPEZ"
"1403271","KEY"
"1403316","KEY"
"1403385","KEY"
"1403402","KEY"
"1403444","KEY"
"1403446","KEY"
"1403515","KEY"
"1403525","KEY"
"1403553","KEY"
"1403563","KEY"
"1403567","KEY"
"1403578","KEY"
"1403598","KEY"
"1403678","KEY"
"1403695","KEY"
"1403696","KEY"
"1403707","KEY"
"1403741","KEY"
"1403742","KEY"
"1403752","KEY"
"1403762","KEY"
"1403787","KEY"
"1403819","KEY"
"1403824","KEY"
"1403855","KEY"
"1403909","KEY"
"1403923","KEY"
"1403949","KEY"
"1403974","KEY"
"1403975","KEY"
"1403976","KEY"
"1403987","KEY"
"1404016","KEY"
"1404021","KEY"
"1404053","KEY"
"1404117","KEY"
"1404169","KEY"
"1404186","KEY"
"1404209","KEY"
"1404276","KEY"
"1404277","KEY"
"1404298","KEY"
"1404313","KEY"
"1404367","KEY"
"1404405","KEY"
"1404406","KEY"
"1404443","KEY"
"1404446","KEY"
"1404459","KEY"
"1404521","SPEZ"
"1404549","KEY"
"1404565","KEY"
"1404628","KEY"
"1404633","KEY"
"1404634","KEY"
"1404676","KEY"
"1404681","KEY"
"1404691","KEY"
"1404694","KEY"
"1404707","KEY"
"1404746","KEY"
"1404762","KEY"
"1404774","KEY"
"1404799","KEY"
"1404853","KEY"
"1404860","KEY"
"1404889","KEY"
"1404905","KEY"
"1404933","KEY"
"1405011","KEY"
"1405041","KEY"
"1405043","KEY"
"1405081","KEY"
"1405096","KEY"
"1405116","KEY"
"1405184","KEY"
"1405233","KEY"
"1405237","KEY"
"1405296","KEY"
"1405360","KEY"
"1405369","KEY"
"1405375","KEY"
"1405376","KEY"
"1405425","KEY"
"1405504","KEY"
"1405507","KEY"
"1405510","KEY"
"1405533","KEY"
"1405562","KEY"
"1405588","KEY"
"1405604","KEY"
"1405614","KEY"
"1405639","KEY"
"1405663","KEY"
"1405699","KEY"
"1405703","KEY"
"1405735","KEY"
"1405754","KEY"
"1405756","KEY"
"1405783","KEY"
"1405804","KEY"
"1405807","KEY"
"1405834","KEY"
"1405845","KEY"
"1405864","KEY"
"1405898","KEY"
"1405916","KEY"
"1405928","KEY"
"1405936","KEY"
"1405970","KEY"
"1405972","KEY"
"1405992","KEY"
"1406026","KEY"
"1406044","KEY"
"1406137","KEY"
"1406175","KEY"
"1406219","KEY"
"1406243","KEY"
"1406310","KEY"
"1406405","KEY"
"1406434","KEY"
"1406468","KEY"
"1406484","KEY"
"1406501","KEY"
"1406518","KEY"
"1406530","KEY"
"1406552","GKM"
"1406562","KEY"
"1406586","KEY"
"1406588","KEY"
"1406616","KEY"
"1406635","KEY"
"1406636","KEY"
"1406665","KEY"
"1406673","KEY"
"1406751","KEY"
"1406805","KEY"
"1406806","KEY"
"1406825","KEY"
"1406837","KEY"
"1406917","KEY"
"1406954","KEY"
"1406991","KEY"
"1407005","KEY"
"1407061","KEY"
"1407152","KEY"
"1407186","KEY"
"1407196","KEY"
"1407200","KEY"
"1407275","KEY"
"1407330","KEY"
"1407355","KEY"
"1407358","KEY"
"1407366","KEY"
"1407389","KEY"
"1407448","KEY"
"1407456","KEY"
"1407489","KEY"
"1407507","KEY"
"1407548","KEY"
"1407551","KEY"
"1407554","KEY"
"1407567","KEY"
"1407572","KEY"
"1407601","KEY"
"1407677","KEY"
"1407799","KEY"
"1407826","KEY"
"1407838","KEY"
"1407841","KEY"
"1407855","KEY"
"1407885","SPEZ"
"1407905","KEY"
"1407919","KEY"
"1407928","KEY"
"1407932","KEY"
"1407939","KEY"
"1407941","KEY"
"1407950","KEY"
"1407953","KEY"
"1407992","GROS"
"1408004","KEY"
"1408030","KEY"
"1408061","KEY"
"1408103","KEY"
"1408202","KEY"
"1408203","KEY"
"1408253","KEY"
"1408254","KEY"
"1408287","KEY"
"1408354","KEY"
"1408356","KEY"
"1408367","KEY"
"1408368","KEY"
"1408369","KEY"
"1408392","KEY"
"1408478","KEY"
"1408493","KEY"
"1408500","KEY"
"1408548","KEY"
"1408558","KEY"
"1408608","KEY"
"1408616","KEY"
"1408638","KEY"
"1408655","KEY"
"1408723","KEY"
"1408725","KEY"
"1408733","KEY"
"1408749","KEY"
"1408755","KEY"
"1408757","KEY"
"1408771","KEY"
"1408822","KEY"
"1408864","KEY"
"1408891","KEY"
"1408909","KEY"
"1408914","KEY"
"1408929","KEY"
"1408944","KEY"
"1408977","KEY"
"1408988","KEY"
"1408990","KEY"
"1408991","KEY"
"1408995","KEY"
"1408996","KEY"
"1409018","KEY"
"1409048","KEY"
"1409061","KEY"
"1409075","KEY"
"1409100","KEY"
"1409113","KEY"
"1409125","KEY"
"1409133","KEY"
"1409146","KEY"
"1409161","KEY"
"1409173","KEY"
"1409209","KEY"
"1409221","KEY"
"1409230","KEY"
"1409299","KEY"
"1409349","KEY"
"1409371","KEY"
"1409388","KEY"
"1409393","KEY"
"1409423",""
"1409445","KEY"
"1409458","KEY"
"1409477","KEY"
"1409480","KEY"
"1409494","KEY"
"1409530","KEY"
"1409548","KEY"
"1409553","KEY"
"1409559","KEY"
"1409637","KEY"
"1409662","KEY"
"1409836","KEY"
"1409845","KEY"
"1409884","KEY"
"1409922","KEY"
"1409927","KEY"
"1409940","KEY"
"1409969","KEY"
"1409973","KEY"
"1410000","KEY"
"1410018","KEY"
"1410079","KEY"
"1410109","KEY"
"1410204","KEY"
"1410238","KEY"
"1410242","KEY"
"1410244","KEY"
"1410250","KEY"
"1410274","KEY"
"1410303","KEY"
"1410325","KEY"
"1410347","KEY"
"1410446","KEY"
"1410498","KEY"
"1410500","KEY"
"1410501","KEY"
"1410508","KEY"
"1410536","KEY"
"1410564","KEY"
"1410568","KEY"
"1410589","KEY"
"1410590","KEY"
"1410612","KEY"
"1410627","KEY"
"1410632","KEY"
"1410686","KEY"
"1410755","KEY"
"1410763","KEY"
"1410779","KEY"
"1410785","KEY"
"1410791","KEY"
"1410792","KEY"
"1410798","KEY"
"1410831","KEY"
"1410858","KEY"
"1410864","KEY"
"1410962","KEY"
"1411005","KEY"
"1411020","KEY"
"1411088","KEY"
"1411182","KEY"
"1411225","KEY"
"1411226","KEY"
"1411227","KEY"
"1411245","KEY"
"1411252","KEY"
"1411342","KEY"
"1411345","KEY"
"1411353","KEY"
"1411364","KEY"
"1411374","KEY"
"1411399","KEY"
"1411400","KEY"
"1411423","KEY"
"1411437","KEY"
"1411449","KEY"
"1411583","KEY"
"1411585","KEY"
"1411707","KEY"
"1411735","KEY"
"1411812","KEY"
"1411838","KEY"
"1411849","KEY"
"1411862","KEY"
"1411865","KEY"
"1411890","KEY"
"1411892","KEY"
"1412012","KEY"
"1412069","SPEZ"
"1412108","KEY"
"1412171","KEY"
"1412173","KEY"
"1412177","KEY"
"1412244","SPEZ"
"1412272","KEY"
"1412284","GKM"
"1412286","GKM"
"1412351","KEY"
"1412352","KEY"
"1412450","KEY"
"1412519","KEY"
"1412520","KEY"
"1412547","KEY"
"1412648","KEY"
"1412656","KEY"
"1412676","KEY"
"1412691","KEY"
"1412718","KEY"
"1412930","KEY"
"1413015","KEY"
"1413110","KEY"
"1413112","KEY"
"1413184","KEY"
"1413211","KEY"
"1413366","KEY"
"1413373","KEY"
"1413399","KEY"
"1413472","KEY"
"1413502","KEY"
"1413514","KEY"
"1413536","KEY"
"1413542","KEY"
"1413628","SPEZ"
"1413637","KEY"
"1413673","SPEZ"
"1413689","KEY"
"1413722","KEY"
"1413723","KEY"
"1414034","KEY"
"1414038","KEY"
"1414063","KEY"
"1414090","KEY"
"1414234","KEY"
"1414253","KEY"
"1414304","KEY"
"1414323","KEY"
"1414382","KEY"
"1414391","KEY"
"1414413","KEY"
"1414414","KEY"
"1414416","KEY"
"1414466","KEY"
"1414518","KEY"
"1414534","KEY"
"1414604","KEY"
"1414615","KEY"
"1414635","KEY"
"1414714",""
"1414805","KEY"
"1414873","KEY"
"1414879","KEY"
"1414958","KEY"
"1414993","GKM"
"1415001","KEY"
"1415011","KEY"
"1415076","KEY"
"1415160","KEY"
"1415194","KEY"
"1415258","KEY"
"1415263","KEY"
"1415268","KEY"
"1415390","KEY"
"1415392","KEY"
"1415501","KEY"
"1415616","KEY"
"1415630","KEY"
"1415651","KEY"
"1415671","KEY"
"1415762","KEY"
"1415820","KEY"
"1415823","KEY"
"1415830","KEY"
"1416038","KEY"
"1416108","KEY"
"1416116","KEY"
"1416142","KEY"
"1416146","KEY"
"1416164","KEY"
"1416184","KEY"
"1416193",""
"1416194",""
"1416244","KEY"
"1416274","KEY"
"1416288","KEY"
"1416372","KEY"
"1416434","KEY"
"1416505","KEY"
"1416516","KEY"
"1416533","KEY"
"1416602","KEY"
"1416603","KEY"
"1416642","KEY"
"1416663","KEY"
"1416777","KEY"
"1416786","KEY"
"1416842","SPEZ"
"1416889","KEY"
"1416919","KEY"
"1416998","KEY"
"1417047","KEY"
"1417059","KEY"
"1417103","KEY"
"1417138","KEY"
"1417155","KEY"
"1417237","KEY"
"1417246","KEY"
"1417264","KEY"
"1417295","KEY"
"1417408","KEY"
"1417464","KEY"
"1417535","GKM"
"1417545","KEY"
"1417594","KEY"
"1417598","KEY"
"1417630","KEY"
"1417672","KEY"
"1417685","KEY"
"1417700","KEY"
"1417767","KEY"
"1417769","KEY"
"1417798","KEY"
"1417813","KEY"
"1417815","KEY"
"1417816","KEY"
"1417881","KEY"
"1417908","KEY"
"1417911","KEY"
"1417990","KEY"
"1418040","KEY"
"1418138","KEY"
"1418152","KEY"
"1418219","KEY"
"1418322","KEY"
"1418328","KEY"
"1418335","KEY"
"1418347","KEY"
"1418353","KEY"
"1418367","KEY"
"1418377","KEY"
"1418470","KEY"
"1418496","KEY"
"1418508","GKM"
"1418523","KEY"
"1418529","KEY"
"1418531","KEY"
"1418593","SPEZ"
"1418641","KEY"
"1418704","KEY"
"1418799","KEY"
"1418804","KEY"
"1418818","KEY"
"1418849","KEY"
"1418908","KEY"
"1418980","KEY"
"1419032","KEY"
"1419057","KEY"
"1419094","KEY"
"1419108","KEY"
"1419178","KEY"
"1419270","KEY"
"1419361","KEY"
"1419399","GROS"
"1419414","KEY"
"1419419","KEY"
"1419466","GKM"
"1419497","KEY"
"1419617","KEY"
"1419634","KEY"
"1419635","KEY"
"1419664","KEY"
"1419686","KEY"
"1419790","KEY"
"1419810","KEY"
"1419848","KEY"
"1419854","KEY"
"1419895","KEY"
"1419970","KEY"
"1420027","KEY"
"1420035","KEY"
"1420098","KEY"
"1420157","SPEZ"
"1420158","KEY"
"1420160","KEY"
"1420166","KEY"
"1420169","KEY"
"1420192","KEY"
"1420197","KEY"
"1420200","KEY"
"1420225","KEY"
"1420239","GKM"
"1420247","KEY"
"1420295","KEY"
"1420321","GROS"
"1420370","KEY"
"1420405","KEY"
"1420542","KEY"
"1420555","KEY"
"1420606","KEY"
"1420639","KEY"
"1420663","KEY"
"1420694","SPEZ"
"1420701","KEY"
"1420707","KEY"
"1420712","KEY"
"1420715","KEY"
"1420755","KEY"
"1420776","KEY"
"1420793","KEY"
"1420841","KEY"
"1420898","KEY"
"1420962","KEY"
"1420997","KEY"
"1421025","KEY"
"1421044","KEY"
"1421062","KEY"
"1421132","KEY"
"1421167","KEY"
"1421178","KEY"
"1421204","KEY"
"1421237","KEY"
"1421321","KEY"
"1421376","KEY"
"1421450","KEY"
"1421570","KEY"
"1421711","KEY"
"1421719","KEY"
"1421734","SPEZ"
"1421743","KEY"
"1421773","SPEZ"
"1421779","KEY"
"1421791","KEY"
"1421845","SPEZ"
"1421848","KEY"
"1421862","KEY"
"1421905","KEY"
"1421967","KEY"
"1421974","KEY"
"1421981",""
"1421987","KEY"
"1421999","KEY"
"1422008","KEY"
"1422014","KEY"
"1422129","KEY"
"1422288","GROS"
"1422316","KEY"
"1422366","VOR"
"1422371","GKM"
"1422389","KEY"
"1422422","KEY"
"1422471","KEY"
"1422528","GROS"
"1422550","KEY"
"1422552","KEY"
"1422585","SPEZ"
"1422588","KEY"
"1422602","KEY"
"1422618","GKM"
"1422666","KEY"
"1422746","KEY"
"1422770","KEY"
"1422783","KEY"
"1422789","GROS"
"1422846","KEY"
"1422900","KEY"
"1422960","KEY"
"1422968","KEY"
"1422970","KEY"
"1422972","KEY"
"1422978","KEY"
"1423012","KEY"
"1423060","KEY"
"1423077","KEY"
"1423124","KEY"
"1423182","KEY"
"1423200","GKM"
"1423207","KEY"
"1423226","KEY"
"1423241","KEY"
"1423268","KEY"
"1423296","KEY"
"1423306","KEY"
"1423330","KEY"
"1423341","KEY"
"1423343","KEY"
"1423358","SPEZ"
"1423392","KEY"
"1423437","KEY"
"1423527","KEY"
"1423599","KEY"
"1423643","KEY"
"1423646","KEY"
"1423844","KEY"
"1423880","KEY"
"1423886","KEY"
"1423944","KEY"
"1423946","KEY"
"1423994","KEY"
"1424011","KEY"
"1424048","KEY"
"1424050","KEY"
"1424057","KEY"
"1424112","KEY"
"1424114","KEY"
"1424152","SPEZ"
"1424165","KEY"
"1424167","KEY"
"1424258","KEY"
"1424273","KEY"
"1424349","GKM"
"1424364","KEY"
"1424368","KEY"
"1424387","KEY"
"1424409","KEY"
"1424412","KEY"
"1424470","GROS"
"1424489","KEY"
"1424500","KEY"
"1424525","KEY"
"1424553","KEY"
"1424556","KEY"
"1424574","KEY"
"1424595","KEY"
"1424605","KEY"
"1424616","KEY"
"1424618","KEY"
"1424655","KEY"
"1424819","KEY"
"1424821","KEY"
"1424831","KEY"
"1424843","KEY"
"1424844","KEY"
"1424876","KEY"
"1424903","KEY"
"1424919","KEY"
"1425069","KEY"
"1425227","KEY"
"1425255","KEY"
"1425284","KEY"
"1425285","KEY"
"1425286","KEY"
"1425347","KEY"
"1425354","KEY"
"1425386","KEY"
"1425405","KEY"
"1425415","KEY"
"1425449","KEY"
"1425488","KEY"
"1425497","KEY"
"1425526","KEY"
"1425527","KEY"
"1425528","KEY"
"1425530","KEY"
"1425540","KEY"
"1425560","KEY"
"1425562","KEY"
"1425568","KEY"
"1425618","KEY"
"1425663","KEY"
"1425678","KEY"
"1425683",""
"1425716","KEY"
"1425735","KEY"
"1425956","KEY"
"1425976","KEY"
"1426027","KEY"
"1426049","KEY"
"1426054","KEY"
"1426076","KEY"
"1426085","KEY"
"1426219","KEY"
"1426244","KEY"
"1426249","KEY"
"1426285","KEY"
"1426286","KEY"
"1426290","KEY"
"1426346","KEY"
"1426363","KEY"
"1426396","KEY"
"1426458","KEY"
"1426528","KEY"
"1426658","KEY"
"1426675","KEY"
"1426679","KEY"
"1426791","KEY"
"1426835","KEY"
"1426851","KEY"
"1426899","KEY"
"1427128","KEY"
"1427143","KEY"
"1427219","KEY"
"1427220","KEY"
"1427221","KEY"
"1427250","KEY"
"1427252","KEY"
"1427297","KEY"
"1427311","KEY"
"1427347","KEY"
"1427357","KEY"
"1427371","KEY"
"1427393","KEY"
"1427396","KEY"
"1427412","KEY"
"1427543","KEY"
"1427565","KEY"
"1427601","KEY"
"1427603","KEY"
"1427606","KEY"
"1427612","KEY"
"1427618","KEY"
"1427636","KEY"
"1427640","KEY"
"1427642","KEY"
"1427656","KEY"
"1427681","KEY"
"1427732","KEY"
"1427949","SPEZ"
"1427990","KEY"
"1428054","KEY"
"1428076","KEY"
"1428130","KEY"
"1428131","KEY"
"1428166","KEY"
"1428167","KEY"
"1428202","KEY"
"1428208","KEY"
"1428265","KEY"
"1428267","KEY"
"1428295","KEY"
"1428323","KEY"
"1428325","KEY"
"1428409","KEY"
"1428419","KEY"
"1428425","KEY"
"1428443","KEY"
"1428483","KEY"
"1428530","KEY"
"1428548","KEY"
"1428557","KEY"
"1428562","KEY"
"1428565","KEY"
"1428571","KEY"
"1428573","KEY"
"1428586","KEY"
"1428671","KEY"
"1428681","KEY"
"1428739","KEY"
"1428774","KEY"
"1428781","KEY"
"1428782","KEY"
"1428799","KEY"
"1428804","KEY"
"1428810","SPEZ"
"1428814","KEY"
"1428815","KEY"
"1428892","KEY"
"1428893","KEY"
"1428894","KEY"
"1428911","GKM"
"1428932","KEY"
"1428965","KEY"
"1429078","KEY"
"1429090","KEY"
"1429092","KEY"
"1429106","KEY"
"1429111","KEY"
"1429177","KEY"
"1429184","KEY"
"1429240","KEY"
"1429246","KEY"
"1429305","KEY"
"1429424","KEY"
"1429429","KEY"
"1429430","KEY"
"1429486","GROS"
"1429522","KEY"
"1429528","KEY"
"1429537","KEY"
"1429551","KEY"
"1429554","KEY"
"1429557","KEY"
"1429565","KEY"
"1429570","KEY"
"1429571","KEY"
"1429573","KEY"
"1429576","KEY"
"1429578","KEY"
"1429582","KEY"
"1429583","KEY"
"1429584","KEY"
"1429641","KEY"
"1429704","KEY"
"1429706","KEY"
"1429723","KEY"
"1429830","KEY"
"1429890","KEY"
"1429916","KEY"
"1430034","KEY"
"1430035","KEY"
"1430036","KEY"
"1430038","KEY"
"1430045","KEY"
"1430086","KEY"
"1430097","KEY"
"1430146","KEY"
"1430173","KEY"
"1430174","KEY"
"1430187","KEY"
"1430216","KEY"
"1430244","KEY"
"1430251","KEY"
"1430317","KEY"
"1430318","KEY"
"1430319","KEY"
"1430325","KEY"
"1430327","KEY"
"1430411","KEY"
"1430436","KEY"
"1430442","KEY"
"1430470","KEY"
"1430552","KEY"
"1430597","KEY"
"1430628","KEY"
"1430643","KEY"
"1430669","KEY"
"1430692","GROS"
"1430696","KEY"
"1430833","SPEZ"
"1430886","SPEZ"
"1430917","KEY"
"1431022","KEY"
"1431048","KEY"
"1431051","KEY"
"1431137","KEY"
"1431139","KEY"
"1431141","KEY"
"1431180","GKM"
"1431228","KEY"
"1431290","KEY"
"1431343","KEY"
"1431444","KEY"
"1431494","KEY"
"1431521","KEY"
"1431564","GKM"
"1431611","KEY"
"1431616","KEY"
"1431621","KEY"
"1431634","KEY"
"1431699","SPEZ"
"1431724","KEY"
"1431799","KEY"
"1431822","KEY"
"1431851","KEY"
"1431878","KEY"
"1431908","KEY"
"1431981","GKM"
"1431990","KEY"
"1432050","KEY"
"1432065","KEY"
"1432107","KEY"
"1432136","KEY"
"1432147","KEY"
"1432166","KEY"
"1432183","GROS"
"1432229","KEY"
"1432325","KEY"
"1432326","KEY"
"1432388","KEY"
"1432390","KEY"
"1432421","KEY"
"1432424","KEY"
"1432433","KEY"
"1432459","KEY"
"1432585","KEY"
"1432694","KEY"
"1432701","SPEZ"
"1432732","KEY"
"1432788","KEY"
"1432814","KEY"
"1432818","KEY"
"1432853","KEY"
"1432854","KEY"
"1432917","KEY"
"1432989","KEY"
"1433098","KEY"
"1433116","KEY"
"1433130","KEY"
"1433133","KEY"
"1433151","KEY"
"1433226",""
"1433339","KEY"
"1433407","KEY"
"1433413","KEY"
"1433496","KEY"
"1433508","GROS"
"1433538","KEY"
"1433566","KEY"
"1433573","KEY"
"1433653","KEY"
"1433695","KEY"
"1433752","KEY"
"1433856","KEY"
"1433909","KEY"
"1433927","KEY"
"1433973","KEY"
"1433996","KEY"
"1433997","KEY"
"1433998","KEY"
"1434016","KEY"
"1434050","KEY"
"1434078","SPEZ"
"1434135","GROS"
"1434159","KEY"
"1434164","KEY"
"1434178","KEY"
"1434263","KEY"
"1434348","KEY"
"1434353","KEY"
"1434379","KEY"
"1434430","KEY"
"1434539","KEY"
"1434567","KEY"
"1434572","KEY"
"1434581","KEY"
"1434740","KEY"
"1434743","KEY"
"1434744","KEY"
"1434780","KEY"
"1434797","KEY"
"1434871","KEY"
"1434881","KEY"
"1434896","KEY"
"1434948","KEY"
"1434949","KEY"
"1434970","KEY"
"1435006","KEY"
"1435058","KEY"
"1435060","KEY"
"1435196","KEY"
"143527","GROS"
"1435272","SPEZ"
"1435318","KEY"
"1435330","KEY"
"1435347","KEY"
"1435362","KEY"
"1435431","KEY"
"1435632","KEY"
"1435690","KEY"
"1435717","KEY"
"1435723","KEY"
"1435729","KEY"
"1435766","KEY"
"1435832","KEY"
"1435860","KEY"
"1435978","KEY"
"1436005","KEY"
"1436066","KEY"
"1436087","KEY"
"1436093","KEY"
"1436096","KEY"
"1436135","KEY"
"1436141","KEY"
"1436147","KEY"
"1436198","KEY"
"1436200","KEY"
"1436201","KEY"
"1436364","KEY"
"1436366","KEY"
"1436376","KEY"
"1436377","KEY"
"1436380","KEY"
"1436458","KEY"
"1436508","KEY"
"1436516","KEY"
"1436553","KEY"
"1436567","KEY"
"1436605","KEY"
"1436607","KEY"
"1436654","KEY"
"1436766","KEY"
"1436769","KEY"
"1436775","KEY"
"1436782","KEY"
"1436938","KEY"
"1437030","KEY"
"1437089","GKM"
"1437154","KEY"
"1437179","KEY"
"1437194","KEY"
"1437330","KEY"
"1437349","KEY"
"1437396","KEY"
"1437468","KEY"
"1437510","KEY"
"1437566","KEY"
"1437626","KEY"
"1437633","KEY"
"1437670","KEY"
"1437835","KEY"
"1437860","SPEZ"
"1437941","KEY"
"1437952","KEY"
"1437974","KEY"
"1438035","KEY"
"1438059","SPEZ"
"1438069","KEY"
"1438103","KEY"
"1438119","KEY"
